time,cluster,in_out
1415315874.0,1,in
1415315927.0,1,out
1415315927.0,4,in
1415315952.0,4,out
1415317769.0,64,in
1415317868.0,64,out
1415326306.0,64,in
1415326807.0,64,out
1415351550.0,0,in
1415357711.0,0,out
1415364095.0,55,in
1415364763.0,55,out
1415364802.0,55,in
1415365256.0,55,out
1415365258.0,55,in
1415367020.0,55,out
1415421629.0,43,in
1415424265.0,43,out
1415430259.0,66,in
1415431393.0,66,out
1415450796.0,1,in
1415451236.0,1,out
1415451236.0,7,in
1415451376.0,7,out
1415453304.0,72,in
1415454272.0,72,out
1415458146.0,82,in
1415459872.0,82,out
1415459893.0,82,in
1415459909.0,82,out
1415465643.0,7,in
1415465744.0,7,out
1415467501.0,1,in
1416541899.0,1,out
1416541899.0,4,in
1416541925.0,4,out
1416543017.0,61,in
1416545507.0,61,out
1416545507.0,0,in
1420894590.0,0,out
1420894590.0,1,in
1420894999.0,1,out
1420894999.0,7,in
1420895003.0,7,out
1420895003.0,1,in
1420895007.0,1,out
1420895007.0,7,in
1420895269.0,7,out
1420895490.0,31,in
1420895919.0,31,out
1420900599.0,71,in
1420926990.0,71,out
1420926990.0,1,in
1420927399.0,1,out
1420927399.0,7,in
1420927403.0,7,out
1420927403.0,1,in
1420927407.0,1,out
1420927407.0,7,in
1420927669.0,7,out
1420927890.0,31,in
1420928319.0,31,out
1420932999.0,71,in
1420935244.0,71,out
1420945852.0,41,in
1420949434.0,41,out
1420952246.0,41,in
1420952836.0,41,out
1420958121.0,68,in
1420958300.0,68,out
1420958376.0,68,in
1420959441.0,68,out
1420968798.0,31,in
1420968899.0,31,out
1420969001.0,7,in
1420969262.0,7,out
1420969262.0,1,in
1421073093.0,1,out
1421074406.0,61,in
1421074495.0,61,out
1421075409.0,1,in
1421124146.0,1,out
1421124146.0,4,in
1421124163.0,4,out
1421128541.0,0,in
1422102489.0,0,out
1422102489.0,1,in
1422102863.0,1,out
1422102863.0,7,in
1422103136.0,7,out
1422104427.0,10,in
1422134889.0,10,out
1422134889.0,1,in
1422135263.0,1,out
1422135263.0,7,in
1422135536.0,7,out
1422136827.0,10,in
1422158006.0,10,out
1422159082.0,7,in
1422159411.0,7,out
1422159411.0,1,in
1422162717.0,1,out
1422162836.0,31,in
1422163042.0,31,out
1422163050.0,31,in
1422163059.0,31,out
1422163061.0,31,in
1422163069.0,31,out
1422163076.0,31,in
1422163167.0,31,out
1422164697.0,85,in
1422169774.0,85,out
1422171206.0,31,in
1422171370.0,31,out
1422171470.0,7,in
1422171637.0,7,out
1422171637.0,1,in
1422676674.0,1,out
1422676923.0,0,in
1422678772.0,0,out
1422679012.0,0,in
1422679161.0,0,out
1422692779.0,67,in
1422694285.0,67,out
1422695954.0,13,in
1422699274.0,13,out
1422699281.0,13,in
1422739273.0,13,out
1422744148.0,84,in
1422744623.0,84,out
1422751244.0,0,in
1422752453.0,0,out
1422754790.0,0,in
1422802116.0,0,out
1422802129.0,42,in
1422802713.0,42,out
1422803800.0,61,in
1422803863.0,61,out
1422804643.0,4,in
1422804672.0,4,out
1422804672.0,1,in
1422854247.0,1,out
1422854247.0,4,in
1422854271.0,4,out
1422855429.0,61,in
1422855433.0,61,out
1422855461.0,61,in
1422856437.0,61,out
1422858637.0,0,in
1422889479.0,0,out
1422892329.0,1,in
1422942406.0,1,out
1422942406.0,4,in
1422942422.0,4,out
1422942422.0,23,in
1422942423.0,23,out
1422943352.0,61,in
1422945398.0,61,out
1422945398.0,0,in
1422952567.0,0,out
1422952763.0,45,in
1422965095.0,45,out
1422965406.0,0,in
1422977084.0,0,out
1422977084.0,1,in
1423018028.0,1,out
1423019322.0,0,in
1423064439.0,0,out
1423064439.0,1,in
1423116766.0,1,out
1423117156.0,61,in
1423119902.0,61,out
1423119902.0,0,in
1423149345.0,0,out
1423150972.0,1,in
1423182688.0,1,out
1423183666.0,61,in
1423185913.0,61,out
1423185955.0,64,in
1423191685.0,64,out
1423191715.0,64,in
1423195401.0,64,out
1423195401.0,0,in
1423238071.0,0,out
1423238071.0,1,in
1423250635.0,1,out
1423250635.0,4,in
1423250661.0,4,out
1423253213.0,61,in
1423255137.0,61,out
1423255137.0,0,in
1423287740.0,0,out
1423289072.0,1,in
1423289105.0,1,out
1423289105.0,4,in
1423289203.0,4,out
1423289203.0,1,in
1423353701.0,1,out
1423353701.0,4,in
1423370047.0,4,out
1423370135.0,58,in
1423375712.0,58,out
1423375879.0,4,in
1423376447.0,4,out
1423376447.0,1,in
1423427953.0,1,out
1423427953.0,4,in
1423427976.0,4,out
1423428963.0,61,in
1423429836.0,61,out
1423431476.0,0,in
1423445523.0,0,out
1423447307.0,0,in
1423461768.0,0,out
1423461768.0,1,in
1423501649.0,1,out
1423501649.0,4,in
1423501673.0,4,out
1423502559.0,61,in
1423503347.0,61,out
1423505623.0,0,in
1423532864.0,0,out
1423532864.0,1,in
1423583413.0,1,out
1423583413.0,7,in
1423681873.0,7,out
1423681873.0,1,in
1423682209.0,1,out
1423682209.0,4,in
1423682231.0,4,out
1423683090.0,61,in
1423685353.0,61,out
1423687550.0,0,in
1423770492.0,0,out
1423770492.0,1,in
1423770627.0,1,out
1423770627.0,7,in
1424196679.0,7,out
1424196679.0,1,in
1424197625.0,1,out
1424198373.0,33,in
1424198375.0,33,out
1424198793.0,38,in
1424198814.0,38,out
1424198821.0,38,in
1424201927.0,38,out
1424203480.0,7,in
1424204621.0,7,out
1424204621.0,1,in
1424224956.0,1,out
1424224956.0,7,in
1424226359.0,7,out
1424226359.0,1,in
1424226766.0,1,out
1424226766.0,4,in
1424235407.0,4,out
1424236068.0,77,in
1424236908.0,77,out
1424237631.0,4,in
1424237737.0,4,out
1424237737.0,1,in
1424237853.0,1,out
1424238164.0,18,in
1424238179.0,18,out
1424238198.0,18,in
1424238209.0,18,out
1424238536.0,4,in
1424241807.0,4,out
1424241807.0,1,in
1424303266.0,1,out
1424303266.0,4,in
1424325405.0,4,out
1424325405.0,1,in
1424376451.0,1,out
1424376451.0,7,in
1424415822.0,7,out
1424415822.0,1,in
1424468911.0,1,out
1424468911.0,7,in
1424469150.0,7,out
1424469470.0,31,in
1424469660.0,31,out
1424469902.0,26,in
1424475755.0,26,out
1424475775.0,26,in
1424479033.0,26,out
1424479040.0,26,in
1424479053.0,26,out
1424479467.0,31,in
1424480536.0,31,out
1424480752.0,7,in
1424498659.0,7,out
1424498659.0,1,in
1424566868.0,1,out
1424566953.0,7,in
1424567046.0,7,out
1424567046.0,1,in
1424567089.0,1,out
1424567089.0,7,in
1424567101.0,7,out
1424567101.0,1,in
1424567109.0,1,out
1424567109.0,7,in
1424567368.0,7,out
1424567621.0,21,in
1424582934.0,21,out
1424583361.0,7,in
1424583708.0,7,out
1424583708.0,1,in
1424621847.0,1,out
1424621847.0,4,in
1424621864.0,4,out
1424623090.0,61,in
1424625769.0,61,out
1424625769.0,0,in
1424665512.0,0,out
1424666970.0,1,in
1424719445.0,1,out
1424719445.0,4,in
1424719790.0,4,out
1424720373.0,61,in
1424722866.0,61,out
1424722866.0,0,in
1424758000.0,0,out
1424758000.0,42,in
1424758005.0,42,out
1424758032.0,42,in
1424758271.0,42,out
1424759445.0,61,in
1424759509.0,61,out
1424760399.0,4,in
1424760433.0,4,out
1424760433.0,1,in
1424902700.0,1,out
1424902700.0,0,in
1424931795.0,0,out
1424931795.0,1,in
1424933903.0,1,out
1424934285.0,7,in
1424934660.0,7,out
1424934660.0,1,in
1424992009.0,1,out
1424992086.0,7,in
1424992203.0,7,out
1424992203.0,1,in
1424992310.0,1,out
1424992310.0,7,in
1424992646.0,7,out
1424993056.0,21,in
1425024635.0,21,out
1425024635.0,1,in
1425078104.0,1,out
1425078104.0,0,in
1425103166.0,0,out
1425103181.0,42,in
1425104177.0,42,out
1425105570.0,61,in
1425105636.0,61,out
1425106596.0,4,in
1425106621.0,4,out
1425106621.0,1,in
1425156582.0,1,out
1425157998.0,0,in
1425188841.0,0,out
1425188841.0,61,in
1425189157.0,61,out
1425190275.0,1,in
1425237939.0,1,out
1425239155.0,0,in
1425275251.0,0,out
1425275251.0,42,in
1425275293.0,42,out
1425275326.0,42,in
1425275336.0,42,out
1425276521.0,61,in
1425276613.0,61,out
1425277493.0,4,in
1425277583.0,4,out
1425277583.0,1,in
1425315032.0,1,out
1425315032.0,0,in
1425362076.0,0,out
1425363636.0,1,in
1425411852.0,1,out
1425411870.0,61,in
1425412767.0,61,out
1425414016.0,0,in
1425533859.0,0,out
1425533863.0,42,in
1425534233.0,42,out
1425535590.0,61,in
1425535681.0,61,out
1425536635.0,4,in
1425536656.0,4,out
1425536656.0,1,in
1425578685.0,1,out
1425581331.0,0,in
1425624446.0,0,out
1425624458.0,42,in
1425624832.0,42,out
1425626021.0,61,in
1425626105.0,61,out
1425627134.0,4,in
1425627259.0,4,out
1425627259.0,1,in
1425627669.0,1,out
1425627669.0,7,in
1425627821.0,7,out
1425628136.0,31,in
1425628842.0,31,out
1425628922.0,7,in
1425629075.0,7,out
1425629075.0,1,in
1425671159.0,1,out
1425671159.0,7,in
1425671386.0,7,out
1425671675.0,31,in
1425672327.0,31,out
1425672349.0,5,in
1425672595.0,5,out
1425673414.0,11,in
1425673534.0,11,out
1425676152.0,0,in
1425707203.0,0,out
1425707857.0,61,in
1425708159.0,61,out
1425708878.0,4,in
1425708902.0,4,out
1425708902.0,1,in
1425719519.0,1,out
1425719519.0,31,in
1425719558.0,31,out
1425719661.0,7,in
1425719813.0,7,out
1425719813.0,1,in
1425739374.0,1,out
1425739374.0,7,in
1425739449.0,7,out
1425750664.0,1,in
1425779846.0,1,out
1425779846.0,7,in
1425780017.0,7,out
1425780248.0,31,in
1425780664.0,31,out
1425780686.0,5,in
1425780872.0,5,out
1425783776.0,21,in
1425783830.0,21,out
1425783836.0,21,in
1425783858.0,21,out
1425783858.0,18,in
1425783934.0,18,out
1425783980.0,21,in
1425784004.0,21,out
1425784013.0,21,in
1425784150.0,21,out
1425784647.0,21,in
1425785477.0,21,out
1425785477.0,18,in
1425785562.0,18,out
1425785825.0,18,in
1425785909.0,18,out
1425785992.0,58,in
1425786015.0,58,out
1425786064.0,4,in
1425803884.0,4,out
1425803884.0,1,in
1425804045.0,1,out
1425804045.0,7,in
1425804067.0,7,out
1425804067.0,1,in
1425804114.0,1,out
1425804114.0,7,in
1425804252.0,7,out
1425804374.0,31,in
1425804528.0,31,out
1425804639.0,7,in
1425804817.0,7,out
1425804817.0,1,in
1425835174.0,1,out
1425835174.0,4,in
1425835333.0,4,out
1425836402.0,61,in
1425838514.0,61,out
1425838514.0,0,in
1425880024.0,0,out
1425880024.0,42,in
1425880496.0,42,out
1425881654.0,61,in
1425881708.0,61,out
1425882707.0,4,in
1425882816.0,4,out
1425882816.0,1,in
1425915773.0,1,out
1425915773.0,4,in
1425915796.0,4,out
1425916869.0,61,in
1425917820.0,61,out
1425919030.0,0,in
1425964446.0,0,out
1425966020.0,1,in
1426017457.0,1,out
1426017461.0,61,in
1426020024.0,61,out
1426020024.0,0,in
1426055049.0,0,out
1426127809.0,0,in
1426136458.0,0,out
1426136458.0,1,in
1426194321.0,1,out
1426194321.0,4,in
1426194353.0,4,out
1426195382.0,61,in
1426197566.0,61,out
1426197566.0,0,in
1426205880.0,0,out
1426211023.0,17,in
1426247544.0,17,out
1426247647.0,17,in
1426248645.0,17,out
1426254732.0,61,in
1426254980.0,61,out
1426256151.0,4,in
1426256158.0,4,out
1426256158.0,23,in
1426256162.0,23,out
1426256162.0,4,in
1426256164.0,4,out
1426256164.0,1,in
1426302384.0,1,out
1426302384.0,4,in
1426305157.0,4,out
1426315175.0,1,in
1426315878.0,1,out
1426315878.0,4,in
1426317401.0,4,out
1426317401.0,1,in
1426365080.0,1,out
1426366627.0,0,in
1426399173.0,0,out
1426399173.0,61,in
1426399261.0,61,out
1426400285.0,4,in
1426400387.0,4,out
1426400387.0,1,in
1426445538.0,1,out
1426445538.0,4,in
1426445558.0,4,out
1426446395.0,61,in
1426446398.0,61,out
1426446399.0,61,in
1426447010.0,61,out
1426448364.0,0,in
1426485477.0,0,out
1426485477.0,42,in
1426485845.0,42,out
1426486966.0,61,in
1426487069.0,61,out
1426487981.0,4,in
1426488049.0,4,out
1426488049.0,1,in
1426522284.0,1,out
1426532733.0,0,in
1426620629.0,0,out
1426620629.0,1,in
1426621393.0,1,out
1426621393.0,4,in
1426621415.0,4,out
1426622467.0,61,in
1426624517.0,61,out
1426624517.0,0,in
1426743991.0,0,out
1426743992.0,42,in
1426744006.0,42,out
1426744013.0,42,in
1426744156.0,42,out
1426745449.0,61,in
1426746552.0,61,out
1426746567.0,4,in
1426746588.0,4,out
1426746588.0,1,in
1426746590.0,1,out
1426746590.0,4,in
1426746688.0,4,out
1426746688.0,1,in
1426787978.0,1,out
1426788497.0,61,in
1426789622.0,61,out
1426791007.0,0,in
1426822659.0,0,out
1426827165.0,9,in
1426859715.0,9,out
1426863165.0,0,in
1426915657.0,0,out
1426915747.0,42,in
1426915909.0,42,out
1426917134.0,61,in
1426917237.0,61,out
1426918234.0,4,in
1426918263.0,4,out
1426918263.0,1,in
1426966757.0,1,out
1426966757.0,7,in
1426967282.0,7,out
1426967282.0,1,in
1426971106.0,1,out
1426971106.0,0,in
1427088739.0,0,out
1427088739.0,1,in
1427127001.0,1,out
1427127001.0,4,in
1427127026.0,4,out
1427127996.0,61,in
1427129845.0,61,out
1427129845.0,0,in
1427421390.0,0,out
1427422096.0,28,in
1427428053.0,28,out
1427428091.0,28,in
1427652457.0,28,out
1427652457.0,0,in
1427862986.0,0,out
1427863223.0,0,in
1428219309.0,0,out
1428219650.0,0,in
1428431634.0,0,out
1428431634.0,1,in
1428432611.0,1,out
1428433441.0,61,in
1428435589.0,61,out
1428435589.0,0,in
1428645264.0,0,out
1428645264.0,1,in
1428706825.0,1,out
1428706825.0,0,in
1428816293.0,0,out
1428817022.0,4,in
1428817112.0,4,out
1428817112.0,1,in
1428866098.0,1,out
1428866098.0,4,in
1428866123.0,4,out
1428867098.0,61,in
1428869650.0,61,out
1428869650.0,0,in
1429248444.0,0,out
1429249535.0,61,in
1429250761.0,61,out
1429250761.0,1,in
1429290627.0,1,out
1429290627.0,7,in
1429290802.0,7,out
1429314461.0,0,in
1431612096.0,0,out
1431614240.0,56,in
1431639013.0,56,out
1431640548.0,0,in
1432988787.0,0,out
1432989877.0,60,in
1432991298.0,60,out
1432992549.0,8,in
1432994137.0,8,out
1432994145.0,8,in
1433014226.0,8,out
1433014229.0,8,in
1433024480.0,8,out
1433025826.0,60,in
1433027110.0,60,out
1433033002.0,0,in
1435093255.0,0,out
1435094767.0,52,in
1435094846.0,52,out
1435095738.0,52,in
1435095749.0,52,out
1435095997.0,52,in
1435096050.0,52,out
1435096536.0,52,in
1435102741.0,52,out
1435104148.0,81,in
1435104261.0,81,out
1435104274.0,81,in
1435105105.0,81,out
1435105139.0,81,in
1435105181.0,81,out
1435109253.0,6,in
1435110816.0,6,out
1435119137.0,6,in
1435129472.0,6,out
1435131092.0,6,in
1435162491.0,6,out
1435165505.0,24,in
1435177567.0,24,out
1435178281.0,78,in
1435178289.0,78,out
1435178301.0,78,in
1435186810.0,78,out
1435186810.0,76,in
1435187166.0,76,out
1435187627.0,54,in
1435187646.0,54,out
1435187669.0,54,in
1435189196.0,54,out
1435195830.0,76,in
1435196538.0,76,out
1435196544.0,76,in
1435198125.0,76,out
1435198134.0,76,in
1435198174.0,76,out
1435201131.0,6,in
1435216454.0,6,out
1435216464.0,6,in
1435217772.0,6,out
1435217799.0,6,in
1435244295.0,6,out
1435247489.0,24,in
1435254437.0,24,out
1435255504.0,57,in
1435256949.0,57,out
1435256957.0,57,in
1435256959.0,57,out
1435257004.0,57,in
1435258232.0,57,out
1435258235.0,57,in
1435258292.0,57,out
1435258308.0,57,in
1435258414.0,57,out
1435260870.0,36,in
1435260908.0,36,out
1435260912.0,36,in
1435267637.0,36,out
1435268521.0,35,in
1435268580.0,35,out
1435268599.0,35,in
1435272022.0,35,out
1435273086.0,65,in
1435274324.0,65,out
1435277033.0,48,in
1435280566.0,48,out
1435280575.0,48,in
1435282848.0,48,out
1435282850.0,48,in
1435282870.0,48,out
1435282893.0,48,in
1435283342.0,48,out
1435287972.0,6,in
1435327356.0,6,out
1435330718.0,81,in
1435330733.0,81,out
1435331219.0,81,in
1435331994.0,81,out
1435340635.0,52,in
1435342840.0,52,out
1435343583.0,0,in
1435407721.0,0,out
1435438293.0,0,in
1435438299.0,0,out
1435438883.0,0,in
1435438887.0,0,out
1435438915.0,0,in
1435462716.0,0,out
1435464187.0,1,in
1435465497.0,1,out
1435465497.0,31,in
1435471187.0,31,out
1435471187.0,1,in
1435524564.0,1,out
1435524564.0,4,in
1435524583.0,4,out
1435525615.0,61,in
1435528261.0,61,out
1435528261.0,0,in
1435689693.0,0,out
1435689693.0,1,in
1435690022.0,1,out
1435690022.0,4,in
1435690040.0,4,out
1435691239.0,61,in
1435692312.0,61,out
1435693894.0,0,in
1435778482.0,0,out
1435778482.0,61,in
1435782270.0,61,out
1435782270.0,0,in
1435817359.0,0,out
1435817359.0,1,in
1435870538.0,1,out
1435870538.0,4,in
1435870634.0,4,out
1435871800.0,61,in
1435872679.0,61,out
1435873821.0,0,in
1435961310.0,0,out
1435961310.0,30,in
1435984499.0,30,out
1435984499.0,0,in
1439080442.0,0,out
1439084321.0,27,in
1439089658.0,27,out
1439092840.0,4,in
1439094759.0,4,out
1439094759.0,1,in
1439108425.0,1,out
1439108425.0,7,in
1439108582.0,7,out
1439108762.0,5,in
1439109372.0,5,out
1439109508.0,7,in
1439109683.0,7,out
1439109683.0,1,in
1439147260.0,1,out
1439147788.0,61,in
1439149926.0,61,out
1439149926.0,0,in
1439195421.0,0,out
1439195454.0,74,in
1439196421.0,74,out
1439196932.0,7,in
1439197009.0,7,out
1439197009.0,1,in
1439242208.0,1,out
1439242408.0,61,in
1439244518.0,61,out
1439244518.0,0,in
1439269875.0,0,out
1439269917.0,42,in
1439270328.0,42,out
1439271583.0,61,in
1439271651.0,61,out
1439272851.0,4,in
1439272944.0,4,out
1439272944.0,1,in
1439322241.0,1,out
1439322241.0,0,in
1439348557.0,0,out
1439348557.0,11,in
1439360933.0,11,out
1439371831.0,50,in
1439403534.0,50,out
1439403540.0,50,in
1439408522.0,50,out
1439408585.0,50,in
1439413955.0,50,out
1439414427.0,11,in
1439439199.0,11,out
1439439863.0,5,in
1439445302.0,5,out
1439445529.0,7,in
1439445669.0,7,out
1439445669.0,1,in
1439496126.0,1,out
1439496126.0,0,in
1439536615.0,0,out
1439536615.0,1,in
1439650180.0,1,out
1439650180.0,10,in
1439676863.0,10,out
1439676986.0,10,in
1439677103.0,10,out
1439677216.0,10,in
1439677280.0,10,out
1439677309.0,10,in
1439677472.0,10,out
1439677559.0,10,in
1439677579.0,10,out
1439678813.0,7,in
1439679224.0,7,out
1439679252.0,7,in
1439679312.0,7,out
1439680865.0,11,in
1439683153.0,11,out
1439683794.0,5,in
1439683803.0,5,out
1439683997.0,5,in
1439684760.0,5,out
1439684914.0,7,in
1439685069.0,7,out
1439685069.0,1,in
1439756809.0,1,out
1439757741.0,61,in
1439760753.0,61,out
1439760753.0,0,in
1439789259.0,0,out
1439790803.0,1,in
1439792353.0,1,out
1439792353.0,7,in
1439795970.0,7,out
1439796414.0,7,in
1439796713.0,7,out
1439796713.0,1,in
1439838944.0,1,out
1439839352.0,61,in
1439841565.0,61,out
1439841565.0,0,in
1439870122.0,0,out
1439873023.0,12,in
1439873108.0,12,out
1439873110.0,12,in
1439873289.0,12,out
1439873468.0,12,in
1439939249.0,12,out
1439939249.0,4,in
1439940015.0,4,out
1439940015.0,1,in
1439943308.0,1,out
1439943308.0,4,in
1439947201.0,4,out
1439947201.0,1,in
1440040238.0,1,out
1440040238.0,20,in
1440044426.0,20,out
1440044426.0,42,in
1440045232.0,42,out
1440048405.0,1,in
1440094641.0,1,out
1440094641.0,4,in
1440094648.0,4,out
1440094648.0,23,in
1440094653.0,23,out
1440095498.0,61,in
1440097982.0,61,out
1440097982.0,0,in
1440429970.0,0,out
1440429970.0,7,in
1440430576.0,7,out
1440431774.0,62,in
1440457666.0,62,out
1440457716.0,62,in
1440458221.0,62,out
1440458224.0,62,in
1440458225.0,62,out
1440463119.0,0,in
1440477253.0,0,out
1440478850.0,1,in
1440544288.0,1,out
1440544288.0,0,in
1440567251.0,0,out
1440567251.0,42,in
1440567522.0,42,out
1440568923.0,61,in
1440569004.0,61,out
1440570188.0,4,in
1440570236.0,4,out
1440570236.0,1,in
1440622488.0,1,out
1440622819.0,61,in
1440623631.0,61,out
1440624932.0,0,in
1440999491.0,0,out
1440999497.0,42,in
1440999968.0,42,out
1441002192.0,4,in
1441002399.0,4,out
1441002399.0,1,in
1441893919.0,1,out
1441897898.0,64,in
1441897985.0,64,out
1441901683.0,64,in
1441902186.0,64,out
1441902255.0,64,in
1441902389.0,64,out
1443280329.0,32,in
1443280666.0,32,out
1443280668.0,32,in
1443282250.0,32,out
1443282305.0,32,in
1443283726.0,32,out
1443288808.0,25,in
1443293940.0,25,out
1443296002.0,75,in
1443297060.0,75,out
1443297065.0,75,in
1443298088.0,75,out
1443299739.0,2,in
1443370189.0,2,out
1443380026.0,86,in
1443380656.0,86,out
1443386576.0,83,in
1443386760.0,83,out
1443386853.0,83,in
1443386869.0,83,out
1443388384.0,83,in
1443389017.0,83,out
1443750238.0,20,in
1443759529.0,20,out
1443759529.0,0,in
1443765293.0,0,out
1443766873.0,1,in
1443812663.0,1,out
1443812663.0,4,in
1443812696.0,4,out
1443814012.0,61,in
1443815025.0,61,out
1443816468.0,0,in
1443847971.0,0,out
1443849552.0,1,in
1443875983.0,1,out
1443875983.0,7,in
1443876247.0,7,out
1443877165.0,10,in
1443877174.0,10,out
1443877636.0,19,in
1443877655.0,19,out
1443877753.0,19,in
1443892060.0,19,out
1443892673.0,19,in
1443913077.0,19,out
1443913953.0,10,in
1443913967.0,10,out
1443915121.0,7,in
1443915502.0,7,out
1443915502.0,1,in
1443919049.0,1,out
1443919049.0,4,in
1443919691.0,4,out
1443919691.0,1,in
1448810677.0,1,out
1448810677.0,4,in
1448810703.0,4,out
1448811996.0,61,in
1448812848.0,61,out
1448814149.0,0,in
1450468882.0,0,out
1450468882.0,53,in
1450473609.0,53,out
1450488947.0,15,in
1450489149.0,15,out
1450489247.0,15,in
1450499193.0,15,out
1450499291.0,15,in
1450499297.0,15,out
1450503146.0,53,in
1450512830.0,53,out
1450512869.0,53,in
1450750807.0,53,out
1450750807.0,14,in
1450764494.0,14,out
1450764543.0,14,in
1450765261.0,14,out
1450765268.0,14,in
1450765543.0,14,out
1450765555.0,14,in
1450765569.0,14,out
1450765594.0,14,in
1450766816.0,14,out
1450780230.0,14,in
1450780237.0,14,out
1450780251.0,14,in
1450840313.0,14,out
1450844155.0,34,in
1450844275.0,34,out
1450845067.0,34,in
1450849208.0,34,out
1450849323.0,34,in
1450851620.0,34,out
1450851624.0,34,in
1450851700.0,34,out
1450851757.0,34,in
1450852124.0,34,out
1450878230.0,21,in
1450878236.0,21,out
1450878441.0,7,in
1450878476.0,7,out
1450878476.0,1,in
1450893013.0,1,out
1450893416.0,29,in
1450898501.0,29,out
1451248247.0,1,in
1451250699.0,1,out
1451250699.0,4,in
1451250727.0,4,out
1451251946.0,61,in
1451252539.0,61,out
1451253883.0,0,in
1451284534.0,0,out
1451284534.0,1,in
1451332448.0,1,out
1451332448.0,4,in
1451332476.0,4,out
1451333916.0,61,in
1451334862.0,61,out
1451336115.0,0,in
1451372425.0,0,out
1451372425.0,42,in
1451372758.0,42,out
1451373894.0,61,in
1451373970.0,61,out
1451374970.0,4,in
1451375001.0,4,out
1451375001.0,1,in
1451446031.0,1,out
1451446031.0,4,in
1451451577.0,4,out
1451451577.0,1,in
1451451636.0,1,out
1451451636.0,4,in
1451454965.0,4,out
1451454965.0,1,in
1451502309.0,1,out
1451502309.0,7,in
1451502561.0,7,out
1451502888.0,5,in
1451504508.0,5,out
1451505163.0,11,in
1451506182.0,11,out
1451506287.0,44,in
1451508845.0,44,out
1451511611.0,59,in
1451511616.0,59,out
1451511740.0,59,in
1451513152.0,59,out
1451514864.0,37,in
1451516279.0,37,out
1451517388.0,37,in
1451520149.0,37,out
1451528623.0,11,in
1451529886.0,11,out
1451530478.0,5,in
1451532475.0,5,out
1451533431.0,5,in
1451536924.0,5,out
1451537081.0,7,in
1451537242.0,7,out
1451537242.0,1,in
1451604633.0,1,out
1451604633.0,7,in
1451614918.0,7,out
1451614918.0,1,in
1451687405.0,1,out
1451687405.0,4,in
1451692340.0,4,out
1451692340.0,1,in
1451770147.0,1,out
1451770147.0,4,in
1451770175.0,4,out
1451771276.0,61,in
1451772066.0,61,out
1451773421.0,0,in
1451796681.0,0,out
1451798186.0,1,in
1451854448.0,1,out
1451854448.0,4,in
1451854482.0,4,out
1451855789.0,61,in
1451856691.0,61,out
1451857860.0,0,in
1451865661.0,0,out
1451866173.0,45,in
1451877502.0,45,out
1451877784.0,0,in
1451888137.0,0,out
1451889649.0,1,in
1451962938.0,1,out
1451962938.0,7,in
1451963130.0,7,out
1451963387.0,5,in
1451968246.0,5,out
1451968258.0,5,in
1451969715.0,5,out
1451969718.0,5,in
1451970604.0,5,out
1451970606.0,5,in
1451973545.0,5,out
1451973886.0,7,in
1451974070.0,7,out
1451974070.0,1,in
1452026630.0,1,out
1452026630.0,7,in
1452026881.0,7,out
1452027247.0,5,in
1452051868.0,5,out
1452051872.0,5,in
1452052218.0,5,out
1452052228.0,5,in
1452054611.0,5,out
1452054795.0,5,in
1452063900.0,5,out
1452064115.0,7,in
1452064291.0,7,out
1452064291.0,1,in
1452116350.0,1,out
1452116350.0,4,in
1452116381.0,4,out
1452117630.0,61,in
1452118422.0,61,out
1452120135.0,0,in
1452146585.0,0,out
1452148109.0,1,in
1452194205.0,1,out
1452194205.0,4,in
1452194238.0,4,out
1452195443.0,61,in
1452196354.0,61,out
1452197662.0,0,in
1452232524.0,0,out
1452234060.0,1,in
1452288541.0,1,out
1452289911.0,0,in
1452323993.0,0,out
1452324221.0,20,in
1452324380.0,20,out
1452324768.0,42,in
1452325067.0,42,out
1452325170.0,42,in
1452325258.0,42,out
1452326386.0,61,in
1452326437.0,61,out
1452327479.0,4,in
1452327506.0,4,out
1452327506.0,1,in
1452375728.0,1,out
1452375728.0,7,in
1452375949.0,7,out
1452376237.0,5,in
1452381077.0,5,out
1452381080.0,5,in
1452382439.0,5,out
1452382704.0,7,in
1452382895.0,7,out
1452382895.0,1,in
1452383272.0,1,out
1452383272.0,4,in
1452400310.0,4,out
1452400310.0,1,in
1456465479.0,1,out
1456468713.0,51,in
1456469024.0,51,out
1456469035.0,51,in
1456469042.0,51,out
1456469048.0,51,in
1456469137.0,51,out
1456506124.0,39,in
1456506183.0,39,out
1456506928.0,46,in
1456506966.0,46,out
1456506980.0,46,in
1456507112.0,46,out
1456507136.0,46,in
1456510442.0,46,out
1456510492.0,46,in
1456510569.0,46,out
1456511425.0,39,in
1456515214.0,39,out
1456516997.0,22,in
1456523790.0,22,out
1456527204.0,70,in
1456527228.0,70,out
1456527380.0,70,in
1456532382.0,70,out
1456532575.0,70,in
1456532608.0,70,out
1456532658.0,70,in
1456532692.0,70,out
1456533993.0,80,in
1456534780.0,80,out
1456542991.0,51,in
1456545056.0,51,out
1456554123.0,44,in
1456554133.0,44,out
1456554144.0,11,in
1456554324.0,11,out
1456554928.0,21,in
1456554962.0,21,out
1456555249.0,7,in
1456555350.0,7,out
1456555411.0,1,in
1456555609.0,1,out
1456555609.0,7,in
1456555654.0,7,out
1456555654.0,1,in
1456620825.0,1,out
1456620825.0,4,in
